363	26.9	2.3	4.6	chr14	106641164	106641338	-708202	+	L1MC	LINE/L1	5547	5717	-2068	3508244	0
3314	21.3	9.2	2.8	chr14	106651583	106652780	-696760	+	L1MA9	LINE/L1	4846	6231	-81	3508260	0
955	17.6	1.2	0	chr14	106652783	106652952	-696588	+	MSTA	LTR/ERVL-MaLR	1	172	-256	3508261	0
2042	21.9	3.5	8.5	chr14	106653662	106654310	-695230	C	LTR6A	LTR/ERV1	0	564	1	3508262	0
71741	6.6	0.8	0.4	chr14	106654311	106661375	-688165	C	HERVS71-int	LTR/ERV1	-68	8910	1878	3508263	0
472	31.7	6.3	5.4	chr14	106666483	106666909	-682631	+	LTR16B2	LTR/ERVL	32	462	0	3508269	0
341	24.4	1.1	0	chr14	106666988	106667077	-682463	+	MLT2C1	LTR/ERVL	11	101	-296	3508270	0
271	26.7	2.3	8.4	chr14	106667019	106667149	-682391	+	MLT1E3	LTR/ERVL-MaLR	64	186	-438	3508271	0
2220	12	0	0.3	chr14	106669491	106669790	-679750	+	AluSg	SINE/Alu	1	299	-11	3508272	0
927	26.9	7.2	2.6	chr14	106670070	106670416	-679124	C	L1MB5	LINE/L1	-8	6166	5804	3508273	0
341	34.5	0.6	0	chr14	106690437	106690604	-658936	+	MLT2C1	LTR/ERVL	9	177	-220	3508303	0
42	0	0	0	chr14	106713237	106713278	-636262	+	AT_rich	Low_complexity	1	42	0	3508320	0
2061	14.2	0.3	0.3	chr14	106713656	106713966	-635574	C	AluSz	SINE/Alu	-1	311	1	3508321	0
30	2.7	0	0	chr14	106714093	106714129	-635411	+	AT_rich	Low_complexity	1	37	0	3508322	0
23	6.8	0	0	chr14	106715113	106715156	-634384	+	AT_rich	Low_complexity	1	44	0	3508323	0
231	24.6	18.4	7.3	chr14	106715240	106715375	-634165	C	MIR	SINE/MIR	-99	163	13	3508324	0
1864	19.1	7.1	1.4	chr14	106723860	106724279	-625261	C	MER65A	LTR/ERV1	0	445	2	3508337	0
252	17.2	1.7	0	chr14	106725978	106726035	-623505	C	L1MA10	LINE/L1	-2	6332	6274	3508338	0
1591	20.4	1.8	2.7	chr14	106731902	106732074	-617466	C	MER1B	DNA/hAT-Charlie	-5	334	159	3508345	0
729	6.2	1	1	chr14	106732075	106732172	-617368	+	L1PA6	LINE/L1	6053	6150	-4	3508346	0
1591	20.4	1.8	2.7	chr14	106732173	106732335	-617205	C	MER1B	DNA/hAT-Charlie	-181	158	1	3508345	0
651	23.4	4.2	0	chr14	106732581	106732747	-616793	+	L1MC1	LINE/L1	6159	6332	-1	3508347	0
449	30.5	1.1	2.8	chr14	106732739	106732920	-616620	+	L1MC	LINE/L1	5546	5724	-620	3508348	0
548	25.4	1	4.5	chr14	106744911	106745108	-604432	C	L1MA7	LINE/L1	-10	6281	6091	3508363	0
33	4.3	0	0	chr14	106745196	106745242	-604298	+	AT_rich	Low_complexity	1	47	0	3508364	0
24	6.7	0	0	chr14	106745400	106745444	-604096	+	AT_rich	Low_complexity	1	45	0	3508365	0
2344	8.9	0	0.4	chr14	106748906	106749185	-600355	+	AluY	SINE/Alu	15	293	-18	3508368	0
4808	3.6	0	0	chr14	106749223	106749781	-599759	C	L1PA4	LINE/L1	-297	5858	5300	3508369	0
414	5.9	0	0	chr14	106749782	106749832	-599708	+	L1PA6	LINE/L1	6097	6147	-7	3508370	0
277	24.9	15.1	1.8	chr14	106749857	106750081	-599459	+	L1MEc	LINE/L1	2373	2627	-3692	3508367	0
1644	19.6	9.3	3.1	chr14	106756032	106756741	-592799	C	L1PB4	LINE/L1	-572	5584	4811	3508374	0
1403	21.1	6.1	0	chr14	106764576	106764836	-584704	C	AluJb	SINE/Alu	-19	293	17	3508384	0
48	5.3	0	0	chr14	106764837	106764912	-584628	+	AT_rich	Low_complexity	1	76	0	3508385	0
6658	18.4	2.3	3.3	chr14	106772485	106773953	-575587	C	L1M1	LINE/L1	-2248	3898	2444	3508392	0
1024	26.7	4	5.3	chr14	106779759	106780138	-569402	C	MLT1B	LTR/ERVL-MaLR	-6	384	10	3508397	0
479	30.5	5.5	2.8	chr14	106784620	106785071	-564469	C	L1ME2	LINE/L1	-15	6164	5702	3508404	0
567	28.3	3.3	4.5	chr14	106786683	106786926	-562614	+	LTR16B2	LTR/ERVL	2	242	-220	3508405	0
824	27.4	2.5	0.3	chr14	106788133	106788418	-561122	+	L1M3	LINE/L1	2475	2766	-3374	3508406	0
868	28.1	12.4	0.4	chr14	106789534	106789983	-559557	+	L1M3	LINE/L1	4807	5310	-830	3508407	0
411	30.4	11	5.7	chr14	106790068	106790349	-559191	+	MLT2C1	LTR/ERVL	18	314	-83	3508408	0
1769	15.7	8.4	0.7	chr14	106797085	106797439	-552101	+	THE1D	LTR/ERVL-MaLR	1	379	-2	3508417	0
204	26.8	0	0	chr14	106798049	106798089	-551451	+	G-rich	Low_complexity	3	43	0	3508418	0
508	31.2	5.2	2.6	chr14	106809312	106809776	-539764	C	L1ME2	LINE/L1	-2	6177	5702	3508434	0
553	29.7	2	3.7	chr14	106811394	106811638	-537902	+	LTR16B2	LTR/ERVL	2	242	-220	3508435	0
742	26.1	3.1	2.1	chr14	106812857	106813145	-536395	+	L1M3	LINE/L1	2475	2766	-3374	3508436	0
828	28.9	12.7	0.2	chr14	106814175	106814700	-534840	+	L1M3	LINE/L1	4696	5310	-830	3508436	0
374	31.2	11	5.7	chr14	106814785	106815066	-534474	+	MLT2C1	LTR/ERVL	18	314	-83	3508437	0
1824	15.2	8.4	0.7	chr14	106821803	106822157	-527383	+	THE1D	LTR/ERVL-MaLR	1	379	-2	3508448	0
204	26.8	0	0	chr14	106822767	106822807	-526733	+	G-rich	Low_complexity	3	43	0	3508449	0
257	21.8	3.6	0	chr14	106832115	106832169	-517371	C	AluJo	SINE/Alu	-12	300	244	3508453	0
692	26.6	14.4	0.8	chr14	106832712	106833081	-516459	+	MER89-int	LTR/ERV1	3496	3915	-2886	3508454	0
3459	21.2	8	2.5	chr14	106843658	106844738	-504802	+	L1MA9	LINE/L1	4990	6231	-81	3508469	0
907	18.8	1.2	0	chr14	106844741	106844910	-504630	+	MSTA	LTR/ERVL-MaLR	1	172	-256	3508471	0
1909	20.7	5.9	0.9	chr14	106851224	106851647	-497893	C	MER65A	LTR/ERV1	0	445	1	3508477	0
203	30.7	14.6	6.8	chr14	106853306	106853511	-496029	C	MIRb	SINE/MIR	-42	226	5	3508478	0
1349	17.6	17.9	4.1	chr14	106865199	106865477	-484063	C	MER65A	LTR/ERV1	-130	315	1	3508497	0
1881	19.1	3.8	2	chr14	106866945	106867335	-482205	C	LTR19C	LTR/ERV1	-381	398	1	3508499	0
380	15.9	0	0	chr14	106867336	106867398	-482142	C	MER4A1	LTR/ERV1	-409	63	1	3508500	0
10744	21.1	7.5	6.3	chr14	106867399	106867445	-482095	C	MER4-int	LTR/ERV1	-267	6331	6286	3508500	0
841	21.5	3.2	3.6	chr14	106872517	106872767	-476773	C	MER4-int	LTR/ERV1	-3708	3050	2801	3508500	0
474	18.2	0	0	chr14	106872871	106872947	-476593	C	MER4-int	LTR/ERV1	-3224	2722	2646	3508500	0
749	29.2	4.9	4.6	chr14	106872946	106873250	-476290	C	MER4-int	LTR/ERV1	-4050	2281	1976	3508500	0
1329	28.6	9.7	2.9	chr14	106874367	106875031	-474509	+	L1M3de	LINE/L1	1474	2174	-4595	3508504	0
684	26.9	3.2	5.5	chr14	106876828	106877200	-472340	C	MLT1B	LTR/ERVL-MaLR	-1	389	18	3508507	0
289	19.7	0	4.9	chr14	106880120	106880180	-469360	C	AluYc	SINE/Alu	-13	286	229	3508508	0
788	27.6	12.2	3.3	chr14	106880741	106881179	-468361	+	MER89-int	LTR/ERV1	3499	3976	-2825	3508509	0
3120	21.6	5.9	1.1	chr14	106881468	106882662	-466878	C	L1P4	LINE/L1	-344	5812	4561	3508510	0
2059	16.9	0.5	1.5	chr14	106897654	106898049	-451491	+	L1MA1	LINE/L1	5822	6213	-89	3508527	0
654	33.8	4.6	0.8	chr14	106898096	106898462	-451078	+	LTR16B2	LTR/ERVL	1	381	-81	3508528	0
2154	12.3	0	0	chr14	106898524	106898816	-450724	+	AluSq10	SINE/Alu	1	293	-19	3508529	0
273	19.1	1.6	0	chr14	106899814	106899876	-449664	C	L1MA10	LINE/L1	-2	6332	6269	3508530	0
29	2.8	0	0	chr14	106917959	106917994	-431546	+	AT_rich	Low_complexity	1	36	0	3508556	0
6245	3	0.4	0.3	chr14	106918176	106918909	-430631	+	L1PA4	LINE/L1	5412	6146	-9	3508557	0
1498	23.1	0.9	0.6	chr14	106919599	106919938	-429602	+	L1PB4	LINE/L1	4014	4354	-1792	3508558	0
2281	23.2	1.9	2.8	chr14	106919958	106920971	-428569	+	L1PB4	LINE/L1	4794	5791	-365	3508558	0
451	29.9	6	7.3	chr14	106924959	106925395	-424145	+	LTR16B2	LTR/ERVL	32	462	0	3508564	0
413	16	1.3	0	chr14	106925476	106925550	-423990	+	MLT2C1	LTR/ERVL	13	88	-309	3508565	0
322	24.4	3	9.2	chr14	106925505	106925635	-423905	+	MLT1E3	LTR/ERVL-MaLR	64	186	-438	3508566	0
239	29.2	1.6	8.1	chr14	106925634	106925756	-423784	+	MLT1E3	LTR/ERVL-MaLR	72	186	-438	3508566	0
284	29.1	10.2	1.9	chr14	106943958	106944176	-405364	C	PRIMA41-int	LTR/ERV1	-2976	4146	4057	3508585	0
703	19.3	1.4	0	chr14	106962376	106962520	-387020	+	L1MC1	LINE/L1	6164	6310	-23	3508604	0
284	25.2	3.1	3.1	chr14	106962545	106962671	-386869	+	L1MC	LINE/L1	5555	5681	-2104	3508605	0
4297	8.6	1.1	1.5	chr14	106965604	106966256	-383284	C	LTR76	LTR/ERV1	0	675	26	3508606	0
331	34.9	2.6	0.7	chr14	106966669	106966821	-382719	+	L1MC	LINE/L1	5559	5714	-2071	3508607	0
522	24.5	0	1.3	chr14	106973182	106973330	-376210	C	MER65A	LTR/ERV1	-127	318	172	3508613	0
876	22.4	3	1.3	chr14	106973337	106973571	-375969	C	MER65A	LTR/ERV1	-206	239	1	3508614	0
567	37.8	5.8	2.7	chr14	106975195	106975640	-373900	C	L1ME2	LINE/L1	-3	6161	5702	3508615	0
378	22.1	0	0	chr14	106985974	106986050	-363490	C	MER4B-int	LTR/ERV1	-3224	2722	2646	3508627	0
638	29.5	4.8	4.8	chr14	106986062	106986353	-363187	C	MER4B-int	LTR/ERV1	-4064	2267	1976	3508627	0
4277	8.6	0.7	0.2	chr14	106992339	106992899	-356641	C	LTR6A	LTR/ERV1	0	564	1	3508633	0
281	32.5	2.4	5.4	chr14	107011730	107011934	-337606	C	L1MA6	LINE/L1	-2	6298	6100	3508657	0
1161	14	0.9	2.8	chr14	107012132	107012144	-337396	C	AluSx	SINE/Alu	-1	311	300	3508658	0
1111	11.2	0.6	0.6	chr14	107012145	107012324	-337216	+	(TTCC)n	Simple_repeat	1	180	0	3508659	0
1161	14	0.9	2.8	chr14	107012325	107012523	-337017	C	AluSx	SINE/Alu	-13	299	103	3508658	0
21	5.7	0	0	chr14	107013697	107013731	-335809	+	AT_rich	Low_complexity	1	35	0	3508660	0
2986	23.3	4.6	2.5	chr14	107032954	107033789	-315751	C	L1M3	LINE/L1	-1836	4304	3448	3508674	0
1974	17.4	0	0	chr14	107033790	107034083	-315457	C	AluSx	SINE/Alu	-18	294	1	3508679	0
2986	23.3	4.6	2.5	chr14	107034084	107034165	-315375	C	L1M3	LINE/L1	-2693	3447	3367	3508674	0
433	26.8	2.4	0	chr14	107035483	107035609	-313931	+	MER65B	LTR/ERV1	1	130	-401	3508680	0
515	31.9	3.8	3.4	chr14	107038814	107039050	-310490	+	LTR16B2	LTR/ERVL	1	238	-224	3508684	0
405	10.9	0	0	chr14	107040278	107040341	-309199	+	(GA)n	Simple_repeat	1	64	0	3508685	0
402	32.8	9	1.2	chr14	107041722	107042067	-307473	+	LTR16B2	LTR/ERVL	9	381	-81	3508686	0
185	27.6	20.1	8.2	chr14	107043230	107043363	-306177	C	MIR	SINE/MIR	-99	163	14	3508687	0
8807	5.3	0.5	0	chr14	107047227	107048228	-301312	C	LTR13	LTR/ERVK	0	1007	1	3508695	0
193	29.2	8.3	0	chr14	107048898	107048969	-300571	+	L2b	LINE/L2	3140	3217	-158	3508696	0
551	32.1	1.2	2.7	chr14	107056701	107056956	-292584	+	LTR16B2	LTR/ERVL	2	253	-209	3508708	0
773	24.7	3.2	8.6	chr14	107061145	107061458	-288082	C	MLT1B	LTR/ERVL-MaLR	-1	389	93	3508710	0
446	14.5	3.5	4	chr14	107061557	107061729	-287811	+	(TA)n	Simple_repeat	2	173	0	3508711	0
256	22	1.7	0	chr14	107064628	107064686	-284854	C	AluSz6	SINE/Alu	-9	303	244	3508712	0
944	29.6	12.3	0.5	chr14	107065249	107065622	-283918	+	MER89-int	LTR/ERV1	3498	3915	-2886	3508713	0
1213	22.7	1.8	2.6	chr14	107073976	107074248	-275292	C	AluJb	SINE/Alu	-25	287	17	3508723	0
2137	30.1	3.8	1.7	chr14	107076547	107077406	-272134	+	L1MC3	LINE/L1	6231	7108	-677	3508724	0
622	31.3	6.5	1.5	chr14	107077702	107078139	-271401	+	L1MD	LINE/L1	5271	5717	-2278	3508725	0
283	26.9	0	0	chr14	107082057	107082123	-267417	+	L1M2	LINE/L1	2519	2585	-4264	3508728	0
902	23.6	7.5	7.5	chr14	107082471	107082859	-266681	C	MLT1B	LTR/ERVL-MaLR	-1	389	1	3508729	0
4626	13	4.7	0.1	chr14	107085323	107086025	-263515	+	THE1B-int	LTR/ERVL-MaLR	846	1580	0	3508730	0
1951	16.6	3.9	1.7	chr14	107086026	107086381	-263159	+	THE1B	LTR/ERVL-MaLR	1	364	0	3508730	0
825	0	0	0	chr14	107092677	107092766	-256774	+	5S	rRNA	1	90	-31	3508739	0
547	27.1	5	1.8	chr14	107092771	107092988	-256552	C	L1ME2	LINE/L1	-238	5926	5702	3508740	0
934	23.3	7.5	7.5	chr14	107094333	107094721	-254819	C	MLT1B	LTR/ERVL-MaLR	-1	389	1	3508741	0
2035	15.4	3.9	1.7	chr14	107097904	107098259	-251281	+	THE1B	LTR/ERVL-MaLR	1	364	0	3508742	0
485	28.2	9.1	6.1	chr14	107105441	107105900	-243640	C	L1ME1	LINE/L1	-4	6175	5702	3508751	0
559	28.7	2.5	4.2	chr14	107107566	107107805	-241735	+	LTR16B2	LTR/ERVL	7	242	-220	3508752	0
236	22.7	22.7	0	chr14	107108909	107109018	-240522	+	L1M3	LINE/L1	5118	5252	-888	3508753	0
934	25.9	0.7	1	chr14	107109129	107109417	-240123	+	L1M3	LINE/L1	2475	2762	-3378	3508754	0
3521	9.1	7.4	2.6	chr14	107112743	107113284	-236256	+	LTR22	LTR/ERVK	1	568	-3	3508759	0
1138	21.7	0	0	chr14	107120705	107120925	-228615	+	L1P4	LINE/L1	5451	5671	-495	3508773	0
291	24.4	5.1	0	chr14	107120931	107121008	-228532	+	L1ME2	LINE/L1	6081	6162	-2	3508774	0
27	10	0	0	chr14	107121030	107121119	-228421	+	AT_rich	Low_complexity	1	90	0	3508775	0
1038	15.6	4.8	1.2	chr14	107121511	107121677	-227863	C	AluSx4	SINE/Alu	0	311	139	3508776	0
30	5.9	0	0	chr14	107121809	107121859	-227681	+	AT_rich	Low_complexity	1	51	0	3508777	0
1230	20.3	16.6	4.5	chr14	107129830	107130105	-219435	C	MER65A	LTR/ERV1	-136	309	1	3508790	0
193	29.2	8.3	0	chr14	107131259	107131330	-218210	+	L2b	LINE/L2	3140	3217	-158	3508792	0
544	27.1	2.4	0	chr14	107136083	107136252	-213288	+	L1MC1	LINE/L1	6160	6333	0	3508799	0
385	26.3	2.2	0.8	chr14	107136257	107136390	-213150	+	L1MC	LINE/L1	5582	5717	-2068	3508800	0
20057	12.5	1	1.7	chr14	107155543	107158675	-190865	+	HERVK22-int	LTR/ERVK	2019	6837	0	3508820	0
2999	13.6	6.4	1.1	chr14	107158676	107159142	-190398	+	LTR22B	LTR/ERVK	1	492	0	3508820	0
718	30.9	6.5	1.2	chr14	107159215	107159626	-189914	+	L1MD	LINE/L1	5284	5717	-2278	3508821	0
567	24.7	3.2	0	chr14	107169379	107169532	-180008	+	L1MC1	LINE/L1	6168	6326	-7	3508829	0
312	30.3	3.5	0.7	chr14	107169553	107169695	-179845	+	L1MC	LINE/L1	5567	5713	-2072	3508830	0
3333	20.7	2.8	2.3	chr14	107177640	107178550	-170990	C	L1PB4	LINE/L1	-107	6049	5124	3508840	0
283	33.1	2.4	1.8	chr14	107182158	107182323	-167217	+	MLT2C1	LTR/ERVL	11	177	-220	3508843	0
221	29.3	0	8.5	chr14	107184284	107184365	-165175	C	MIR	SINE/MIR	-104	158	84	3508844	0
519	25.2	9.2	4.5	chr14	107197589	107197925	-151615	+	L1ME2	LINE/L1	5833	6185	-259	3508869	0
27	0	0	0	chr14	107198096	107198122	-151418	+	AT_rich	Low_complexity	1	27	0	3508870	0
611	21.3	1	6.6	chr14	107198130	107198325	-151215	C	L1MA7	LINE/L1	-10	6281	6097	3508871	0
182	12.5	4.5	4.5	chr14	107198397	107198463	-151077	+	T-rich	Low_complexity	2	68	0	3508872	0
21	3.6	0	0	chr14	107198464	107198491	-151049	+	AT_rich	Low_complexity	1	28	0	3508873	0
344	29.9	2.6	5.2	chr14	106331972	106332126	(1017414	)	#NAME?	DNA/hAT-Charli	e      6	4     21	4   (128	) 350795	6       0
183	13	0	5.3	chr14	106352369	106352425	-997115	+	(CAGGT)n	Simple_repeat	2	55	0	3507963	0
370	17.2	0	6.2	chr14	106352464	106352655	-996885	+	(CAGGT)n	Simple_repeat	1	180	0	3507963	0
548	31.3	3.7	3.7	chr14	106353327	106353707	-995833	C	L1ME3B	LINE/L1	-178	6064	5684	3507964	0
306	12.2	0	12.8	chr14	106353868	106353961	-995579	C	L1MEd	LINE/L1	-6021	1065	984	3507965	0
276	14.3	0	5.8	chr14	106361977	106362080	-987460	+	(CAGGT)n	Simple_repeat	2	99	0	3507966	0
492	32.6	5.1	2.7	chr14	106362741	106363112	-986428	C	L1ME3B	LINE/L1	-178	6064	5684	3507967	0
252	22.6	0	8.9	chr14	106363255	106363366	-986174	C	L1MEd	LINE/L1	-6001	1085	984	3507968	0
358	19.6	0.3	5.9	chr14	106371018	106371328	-978212	+	(CAGGT)n	Simple_repeat	1	293	0	3507969	0
647	32.7	3.7	1.9	chr14	106371990	106372363	-977177	C	L1ME3B	LINE/L1	-178	6064	5684	3507970	0
326	13.8	0	11.9	chr14	106372504	106372621	-976919	C	L1MEd	LINE/L1	-5126	1099	984	3507971	0
194	6.2	0	3	chr14	106374884	106374916	-974624	+	(TGGGGG)n	Simple_repeat	4	35	0	3507972	0
281	17.8	0	6.6	chr14	106380757	106380937	-968603	+	(CAGGT)n	Simple_repeat	1	169	0	3507973	0
502	34.1	3.7	2.1	chr14	106381615	106381989	-967551	C	L1ME3B	LINE/L1	-178	6064	5684	3507974	0
316	18.6	0	8.9	chr14	106382125	106382236	-967304	C	L1MEd	LINE/L1	-6001	1085	984	3507975	0
577	22.6	2.2	0	chr14	107210168	107210348	-139192	C	L1MA7	LINE/L1	-10	6281	6097	3508884	0
25	3.1	0	0	chr14	107210367	107210398	-139142	+	AT_rich	Low_complexity	1	32	0	3508885	0
26	5	0	0	chr14	107210463	107210502	-139038	+	AT_rich	Low_complexity	1	40	0	3508886	0
1402	33.8	10.8	2.5	chr14	107211750	107212075	-137465	C	L1M4b	LINE/L1	-5597	1270	923	3508887	0
490	28.8	2.4	0	chr14	107217413	107217582	-131958	+	MLT2C1	LTR/ERVL	2	175	-222	3508897	0
1097	25.2	0.6	3.2	chr14	107230636	107230950	-118590	C	MER65A	LTR/ERV1	-136	309	3	3508908	0
249	3.3	0	0	chr14	107235829	107235858	-113682	+	(TA)n	Simple_repeat	1	30	0	3508911	0
228	16.3	0	0	chr14	107236790	107236832	-112708	C	L1PREC2	LINE/L1	-2272	3874	3832	3508912	0
2036	14.8	3.7	0.3	chr14	107236838	107237190	-112350	+	L1PA15	LINE/L1	5794	6158	-7	3508913	0
3045	1.7	0.3	0	chr14	107272459	107272815	-76725	+	L1P1	LINE/L1	3715	4072	-2074	3508942	0
2306	10.9	1	0	chr14	107273128	107273431	-76109	C	AluSx	SINE/Alu	-5	307	1	3508943	0
2192	11.3	1.3	0	chr14	107274798	107275098	-74442	C	AluSp	SINE/Alu	-6	307	3	3508944	0
788	23	4	1	chr14	107282271	107282472	-67068	+	MER89-int	LTR/ERV1	3499	3706	-3095	3508952	0
553	21.4	1	1.6	chr14	107282519	107282640	-66900	+	MER89-int	LTR/ERV1	3805	3915	-2886	3508952	0
21	0	0	0	chr2	89161675	89161695 (	154037678	)	#NAME?	Low_complexity		1      2	1     (0	) 497693	0
2683	4.2	0	0	chr2	89162480	89162788 (	154036585	)	C AluY	SINE/Alu	(2	)     30	9	1 497694	0
8679	11.1	1.5	0.9	chr2	89186422	89188742 (	154010631	)	C L1MA2	LINE/L1	(16	)    628	8    394	9 497738	0
1671	21.4	4.9	2.2	chr2	89245529	89245636 (	153953737	)	#NAME?	LTR/ERV1		1     11	5   (346	) 497819	0
2967	11.7	3.5	1.2	chr2	89245637	89246122 (	153953251	)	#NAME?	LTR/ERV1		1     49	7     (0	) 497820	0
1671	21.4	4.9	2.2	chr2	89246123	89246458 (	153952915	)	#NAME?	LTR/ERV1	11	6     45	7     (4	) 497819	0
234	22.8	0	0	chr2	89246467	89246523 (	153952850	)	#NAME?	LTR/ERVL	41	8     47	4    (29	) 497821	0
235	31.4	2	0	chr2	89247619	89247720 (	153951653	)	#NAME?	LINE/L1	778	8    789	1   (151	) 497822	0
22	0	0	0	chr2	89247787	89247808 (	153951565	)	#NAME?	Low_complexity		1      2	2     (0	) 497823	0
1612	21.6	5.2	2.5	chr2	89264481	89264588 (	153934785	)	#NAME?	LTR/ERV1		1     11	2   (349	) 497841	0
